user_id,title,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score,n_helpful,review_id,ep_watched,kdrama_id
c8ffdab3f2a338eeb54b265598dbbb55,Semantic Error,7.0,9.5,9.0,9.5,9.0,172,c8ffdab3f2a338eeb54b265598dbbb55_semantic_error,8,ec80f88a2e594a909facc164a0d73363
c8ffdab3f2a338eeb54b265598dbbb55,Twenty-Five Twenty-One,9.0,10.0,9.0,7.0,9.0,212,c8ffdab3f2a338eeb54b265598dbbb55_twentyfive_twentyone,16,4ca05130abbe465e9977b7f163968e0f
c8ffdab3f2a338eeb54b265598dbbb55,All of Us Are Dead,6.0,7.5,5.0,5.0,6.5,263,c8ffdab3f2a338eeb54b265598dbbb55_all_of_us_are_dead,12,fa66edaa18174140a493953f362adb82
c8ffdab3f2a338eeb54b265598dbbb55,Ghost Doctor,9.0,9.5,6.0,6.0,8.5,50,c8ffdab3f2a338eeb54b265598dbbb55_ghost_doctor,16,bff00514de05407aadfe5e46df7e6ee5
c8ffdab3f2a338eeb54b265598dbbb55,Bad and Crazy,9.0,9.0,8.0,7.0,8.0,54,c8ffdab3f2a338eeb54b265598dbbb55_bad_and_crazy,12,52225793342e440d90354d4a0f305586
c8ffdab3f2a338eeb54b265598dbbb55,Happiness,7.5,9.0,6.0,8.5,8.0,69,c8ffdab3f2a338eeb54b265598dbbb55_happiness,12,8057ee35785644d5b7b09042e559776e
c8ffdab3f2a338eeb54b265598dbbb55,My Sweet Dear,7.0,8.5,5.5,6.0,7.0,49,c8ffdab3f2a338eeb54b265598dbbb55_my_sweet_dear,8,62cf5f2690c54981a959fdfa618605ab
c8ffdab3f2a338eeb54b265598dbbb55,Dali and the Cocky Prince,8.0,9.0,7.5,7.5,8.0,46,c8ffdab3f2a338eeb54b265598dbbb55_dali_and_the_cocky_prince,16,ddc829b4c170484d94efedfb4cb29f3d
c8ffdab3f2a338eeb54b265598dbbb55,Lovers of the Red Sky,7.0,7.5,8.0,4.0,6.5,55,c8ffdab3f2a338eeb54b265598dbbb55_lovers_of_the_red_sky,16,b27d22a8e87b4749a532a276d1b3d196
c8ffdab3f2a338eeb54b265598dbbb55,Wish You: Your Melody From My Heart,7.5,7.5,9.0,7.0,8.0,56,c8ffdab3f2a338eeb54b265598dbbb55_wish_you_your_melody_from_my_heart,8,3207a7aab81a42d49d024ef616f4d254
c8ffdab3f2a338eeb54b265598dbbb55,The School Nurse Files,9.0,9.0,6.5,8.0,8.0,47,c8ffdab3f2a338eeb54b265598dbbb55_the_school_nurse_files,6,49f2d0c965754bddb0da5f1b26a2ceb0
c8ffdab3f2a338eeb54b265598dbbb55,Where Your Eyes Linger,8.5,9.5,9.5,9.0,9.0,41,c8ffdab3f2a338eeb54b265598dbbb55_where_your_eyes_linger,8,c8e2ead5aba445e7a4c501c77dc4272c
c8ffdab3f2a338eeb54b265598dbbb55,Itaewon Class,7.5,9.5,6.0,6.0,8.0,46,c8ffdab3f2a338eeb54b265598dbbb55_itaewon_class,16,78ff11b4301b4694a73b510e34a5d03d
01b015525e8f34ba9e776af1dadc7610,Sing My Crush,8.5,9.0,10.0,10.0,9.0,37,01b015525e8f34ba9e776af1dadc7610_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
01b015525e8f34ba9e776af1dadc7610,Star Struck,8.0,8.5,7.5,6.5,7.5,24,01b015525e8f34ba9e776af1dadc7610_star_struck,8,47b65449450d478c96e0612571583cdf
01b015525e8f34ba9e776af1dadc7610,Happy Merry Ending,6.0,7.0,7.5,3.5,6.0,25,01b015525e8f34ba9e776af1dadc7610_happy_merry_ending,8,95b9396130b1478398d12faf08797097
01b015525e8f34ba9e776af1dadc7610,The Eighth Sense,10.0,10.0,10.0,10.0,10.0,12,01b015525e8f34ba9e776af1dadc7610_the_eighth_sense,10,84f5fe50666c49a7b6f06f000cf9d25f
01b015525e8f34ba9e776af1dadc7610,Individual Circumstances,9.0,9.5,8.0,8.5,8.0,4,01b015525e8f34ba9e776af1dadc7610_individual_circumstances,8,13e0534998514029bd39c66254b65035
01b015525e8f34ba9e776af1dadc7610,The Director Who Buys Me Dinner,6.5,7.5,7.5,5.0,6.5,8,01b015525e8f34ba9e776af1dadc7610_the_director_who_buys_me_dinner,10,d6f2eb3a6fb7426587a69d9ea607ec68
01b015525e8f34ba9e776af1dadc7610,Happy Ending Romance,8.0,9.0,9.0,8.0,8.0,3,01b015525e8f34ba9e776af1dadc7610_happy_ending_romance,8,345d9671f9994612b840235f80fbaede
01b015525e8f34ba9e776af1dadc7610,Summer Strike,7.5,8.5,8.5,6.0,7.5,17,01b015525e8f34ba9e776af1dadc7610_summer_strike,12,fee91be5beab46cc9e1a814f7feafc33
01b015525e8f34ba9e776af1dadc7610,Roommates of Poongduck 304,8.0,8.5,8.0,9.0,8.5,51,01b015525e8f34ba9e776af1dadc7610_roommates_of_poongduck_304,8,1c135017a2ca403fb696b333753a71e1
01b015525e8f34ba9e776af1dadc7610,Bad Girlfriend,6.5,8.0,8.0,6.5,6.5,2,01b015525e8f34ba9e776af1dadc7610_bad_girlfriend,12,3bbadf6f6afa496ab5bbe6cd4ad45bd6
01b015525e8f34ba9e776af1dadc7610,Color Rush Season 2,6.0,7.5,8.5,6.0,6.5,82,01b015525e8f34ba9e776af1dadc7610_color_rush_season_2,8,d98c2e5fd8994b9f98c4aece701173ef
01b015525e8f34ba9e776af1dadc7610,Life,9.0,10.0,8.0,8.0,9.0,2,01b015525e8f34ba9e776af1dadc7610_life,16,ac89a1096e304f699a192065a68f6a42
02daa3d8e7eb36b3b3a2dec5fc4eb9cd,Sing My Crush,9.0,9.0,7.5,9.0,9.0,23,02daa3d8e7eb36b3b3a2dec5fc4eb9cd_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
02daa3d8e7eb36b3b3a2dec5fc4eb9cd,Choco Milk Shake,9.0,9.5,8.5,8.5,9.5,5,02daa3d8e7eb36b3b3a2dec5fc4eb9cd_choco_milk_shake,11,c8f9eaa30fbc4270a9c43c98716c1d34
02daa3d8e7eb36b3b3a2dec5fc4eb9cd,Bad Prosecutor,9.5,10.0,8.0,9.0,9.0,1,02daa3d8e7eb36b3b3a2dec5fc4eb9cd_bad_prosecutor,12,755c57bfd06945e28d8500ca64407499
02daa3d8e7eb36b3b3a2dec5fc4eb9cd,One Dollar Lawyer,8.5,9.0,7.0,6.0,8.0,9,02daa3d8e7eb36b3b3a2dec5fc4eb9cd_one_dollar_lawyer,12,9aed3bf1ca164ef381c8596c0fc2538d
1c8bbd8058fd3e719def4cc3746ffd59,Sing My Crush,9.5,10.0,9.5,9.0,9.0,9,1c8bbd8058fd3e719def4cc3746ffd59_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
b1c75f6a89893578b904b21d3612a036,Sing My Crush,10.0,10.0,10.0,10.0,10.0,7,b1c75f6a89893578b904b21d3612a036_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
5a66c5f1a2b23c9e905e91c2d328015a,Sing My Crush,8.5,10.0,10.0,8.5,9.0,5,5a66c5f1a2b23c9e905e91c2d328015a_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
5a66c5f1a2b23c9e905e91c2d328015a,Brain Works,9.0,10.0,10.0,8.0,9.0,1,5a66c5f1a2b23c9e905e91c2d328015a_brain_works,16,c9c05261383941d680b63c1fffb1e990
cb8ef7667add3299bade908f708b36a2,Sing My Crush,8.0,9.0,9.0,8.0,8.5,7,cb8ef7667add3299bade908f708b36a2_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
cb8ef7667add3299bade908f708b36a2,Love Tractor,9.0,9.5,8.5,8.5,9.0,17,cb8ef7667add3299bade908f708b36a2_love_tractor,8,9213b6aa40cc454d8155d68322c73fbd
cb8ef7667add3299bade908f708b36a2,Star Struck,6.5,9.0,8.5,4.0,7.0,11,cb8ef7667add3299bade908f708b36a2_star_struck,8,47b65449450d478c96e0612571583cdf
cb8ef7667add3299bade908f708b36a2,Love Mate,6.0,8.5,8.5,4.0,6.5,43,cb8ef7667add3299bade908f708b36a2_love_mate,8,756ab26b55c44e1da0c6ede35d41b712
cb8ef7667add3299bade908f708b36a2,Happy Merry Ending,6.0,8.0,8.0,4.5,7.0,9,cb8ef7667add3299bade908f708b36a2_happy_merry_ending,8,95b9396130b1478398d12faf08797097
cb8ef7667add3299bade908f708b36a2,The Eighth Sense,9.5,10.0,9.5,9.0,9.5,38,cb8ef7667add3299bade908f708b36a2_the_eighth_sense,10,84f5fe50666c49a7b6f06f000cf9d25f
cb8ef7667add3299bade908f708b36a2,Unintentional Love Story,7.5,8.0,8.0,7.0,7.5,11,cb8ef7667add3299bade908f708b36a2_unintentional_love_story,10,b5f931b0e63048d6a5f20c9f42632979
cb8ef7667add3299bade908f708b36a2,A Shoulder to Cry On,7.0,8.5,8.5,6.0,7.5,19,cb8ef7667add3299bade908f708b36a2_a_shoulder_to_cry_on,7,9fac512793284ba0bcbaefbdce239691
cb8ef7667add3299bade908f708b36a2,Our Dating Sim,9.0,9.5,8.5,9.0,9.5,10,cb8ef7667add3299bade908f708b36a2_our_dating_sim,8,f9860c4b65b746d7af2b545cd152a4b6
cb8ef7667add3299bade908f708b36a2,All the Liquors,7.5,8.5,8.5,7.0,8.0,9,cb8ef7667add3299bade908f708b36a2_all_the_liquors,8,720ff247e2104d75a910d3060864adde
cb8ef7667add3299bade908f708b36a2,Individual Circumstances,6.0,8.5,8.0,4.5,7.0,42,cb8ef7667add3299bade908f708b36a2_individual_circumstances,8,13e0534998514029bd39c66254b65035
cb8ef7667add3299bade908f708b36a2,The Director Who Buys Me Dinner,6.5,8.5,8.0,6.5,7.5,28,cb8ef7667add3299bade908f708b36a2_the_director_who_buys_me_dinner,10,d6f2eb3a6fb7426587a69d9ea607ec68
cb8ef7667add3299bade908f708b36a2,Oh! My Assistant,6.5,8.0,8.5,5.0,7.5,35,cb8ef7667add3299bade908f708b36a2_oh_my_assistant,8,85f8a1b2113d41cd9504fed4188a8b0f
cb8ef7667add3299bade908f708b36a2,Happy Ending Romance,7.0,8.5,8.0,7.0,8.0,41,cb8ef7667add3299bade908f708b36a2_happy_ending_romance,8,345d9671f9994612b840235f80fbaede
cb8ef7667add3299bade908f708b36a2,Choco Milk Shake,9.0,9.5,9.5,9.0,9.0,10,cb8ef7667add3299bade908f708b36a2_choco_milk_shake,11,c8f9eaa30fbc4270a9c43c98716c1d34
cb8ef7667add3299bade908f708b36a2,Roommates of Poongduck 304,9.0,9.0,8.5,8.5,9.0,14,cb8ef7667add3299bade908f708b36a2_roommates_of_poongduck_304,8,1c135017a2ca403fb696b333753a71e1
cb8ef7667add3299bade908f708b36a2,Love Class,6.0,8.5,8.5,4.0,7.0,5,cb8ef7667add3299bade908f708b36a2_love_class,6,d8aab13ca2424be08931a52e2235573c
cb8ef7667add3299bade908f708b36a2,Ocean Likes Me,5.5,8.5,8.5,3.0,7.0,8,cb8ef7667add3299bade908f708b36a2_ocean_likes_me,8,fdb4adbc52644d4ba3746625f0d7cad5
cb8ef7667add3299bade908f708b36a2,Blueming,8.0,9.0,9.0,7.0,8.5,12,cb8ef7667add3299bade908f708b36a2_blueming,11,7edb2a10033f41a89fc05a1dc564698a
cb8ef7667add3299bade908f708b36a2,Blue of Winter,3.5,7.5,7.5,2.0,6.0,4,cb8ef7667add3299bade908f708b36a2_blue_of_winter,5,2710b731a0bc49f788f1105f494c0b86
cb8ef7667add3299bade908f708b36a2,Cherry Blossoms After Winter,7.5,8.5,8.0,7.0,8.0,11,cb8ef7667add3299bade908f708b36a2_cherry_blossoms_after_winter,8,56a6e3ed5ee74fceada4554cbdea37ec
cb8ef7667add3299bade908f708b36a2,Oh! Boarding House,6.0,8.0,8.0,7.0,7.5,11,cb8ef7667add3299bade908f708b36a2_oh_boarding_house,8,995384b92c024665ada1a9ba7762f87d
cb8ef7667add3299bade908f708b36a2,Semantic Error,9.0,9.5,9.5,9.0,9.5,31,cb8ef7667add3299bade908f708b36a2_semantic_error,8,ec80f88a2e594a909facc164a0d73363
cb8ef7667add3299bade908f708b36a2,Kissable Lips,3.5,8.5,8.5,1.0,6.0,14,cb8ef7667add3299bade908f708b36a2_kissable_lips,8,9245d89cad664003a60362091077fe3e
cb8ef7667add3299bade908f708b36a2,Color Rush Season 2,5.0,8.5,8.5,3.0,7.0,5,cb8ef7667add3299bade908f708b36a2_color_rush_season_2,8,d98c2e5fd8994b9f98c4aece701173ef
cb8ef7667add3299bade908f708b36a2,Behind Cut,4.0,8.5,8.0,1.0,6.0,5,cb8ef7667add3299bade908f708b36a2_behind_cut,8,96451ecbc55f41fe92dd8895e23669f1
cb8ef7667add3299bade908f708b36a2,My Sweet Dear,5.0,8.0,9.5,3.0,7.0,15,cb8ef7667add3299bade908f708b36a2_my_sweet_dear,8,62cf5f2690c54981a959fdfa618605ab
cb8ef7667add3299bade908f708b36a2,The Tasty Florida,7.5,9.0,9.0,7.5,8.5,8,cb8ef7667add3299bade908f708b36a2_the_tasty_florida,8,d753b5b97c234b9d93462b3e0c45208d
99c183eb5b9435119b7a5ff2f5164941,Sing My Crush,6.0,3.5,4.0,3.0,6.0,6,99c183eb5b9435119b7a5ff2f5164941_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
99c183eb5b9435119b7a5ff2f5164941,Love Tractor,7.0,5.5,3.5,3.0,5.5,4,99c183eb5b9435119b7a5ff2f5164941_love_tractor,8,9213b6aa40cc454d8155d68322c73fbd
99c183eb5b9435119b7a5ff2f5164941,My 20th Twenty,9.0,7.0,5.0,5.5,7.5,2,99c183eb5b9435119b7a5ff2f5164941_my_20th_twenty,12,9a7ab3e975a14d53b4168b70b1264ab0
99c183eb5b9435119b7a5ff2f5164941,The Eighth Sense,7.5,7.0,2.5,4.0,7.0,12,99c183eb5b9435119b7a5ff2f5164941_the_eighth_sense,10,84f5fe50666c49a7b6f06f000cf9d25f
99c183eb5b9435119b7a5ff2f5164941,The New Employee,7.0,6.0,5.5,3.5,7.5,2,99c183eb5b9435119b7a5ff2f5164941_the_new_employee,7,6b6da65381a7445db16949e0112202a3
99c183eb5b9435119b7a5ff2f5164941,We're Not Trash,8.5,8.0,6.0,6.0,8.0,1,99c183eb5b9435119b7a5ff2f5164941_were_not_trash,8,55a30d5405e6468888731b884fa9444c
99c183eb5b9435119b7a5ff2f5164941,Fall for You,8.5,7.5,8.0,7.0,8.5,0,99c183eb5b9435119b7a5ff2f5164941_fall_for_you,20,7f973795a2cb432d8522048b5b0a6443
99c183eb5b9435119b7a5ff2f5164941,Girlfriend Project Day 1,8.0,8.0,6.0,5.0,7.0,0,99c183eb5b9435119b7a5ff2f5164941_girlfriend_project_day_1,4,d7ae6bb7d79a44aca7b951032f3bcf97
99c183eb5b9435119b7a5ff2f5164941,"Alice, the Final Weapon",8.0,10.0,9.0,7.0,8.5,0,99c183eb5b9435119b7a5ff2f5164941_alice_the_final_weapon,8,019ae37024fe413289e79abe5896a6e2
99c183eb5b9435119b7a5ff2f5164941,Pumpkin Time,7.5,5.5,10.0,4.5,7.5,0,99c183eb5b9435119b7a5ff2f5164941_pumpkin_time,10,f20e575db39b4c13ac91663142bde442
99c183eb5b9435119b7a5ff2f5164941,Convenience Store Fling,8.0,8.0,5.0,5.0,7.5,0,99c183eb5b9435119b7a5ff2f5164941_convenience_store_fling,6,ac302dbf106d4ddc84b7d0d3afdef040
99c183eb5b9435119b7a5ff2f5164941,Timing,8.0,10.0,8.0,4.0,7.0,1,99c183eb5b9435119b7a5ff2f5164941_timing,4,a3b2da3be2464d65bbe5dc07bb8de3f1
99c183eb5b9435119b7a5ff2f5164941,Afraid Of,8.5,8.5,6.5,5.5,7.5,0,99c183eb5b9435119b7a5ff2f5164941_afraid_of,3,bd4e6c7fe4fa480ab5931c2db33ac5d9
99c183eb5b9435119b7a5ff2f5164941,Everything and Nothing,8.0,8.0,8.0,4.5,8.0,0,99c183eb5b9435119b7a5ff2f5164941_everything_and_nothing,4,5b6396681eec44f2bea75ebf660e682c
99c183eb5b9435119b7a5ff2f5164941,To My Beautiful Woo Ri,8.0,8.0,5.0,5.0,8.5,0,99c183eb5b9435119b7a5ff2f5164941_to_my_beautiful_woo_ri,3,304cfa7ca5c64ca990e1f50d59c733c9
99c183eb5b9435119b7a5ff2f5164941,"Maybe, Maybe Not",8.0,6.5,1.0,2.0,7.5,0,99c183eb5b9435119b7a5ff2f5164941_maybe_maybe_not,8,44b539b9338a4010bb545554b50648c8
99c183eb5b9435119b7a5ff2f5164941,Yellow,8.0,7.5,8.0,5.5,7.5,0,99c183eb5b9435119b7a5ff2f5164941_yellow,10,7daf702bc9f84a488f7d4b489d694415
99c183eb5b9435119b7a5ff2f5164941,Argon,6.5,10.0,7.0,4.0,7.5,0,99c183eb5b9435119b7a5ff2f5164941_argon,8,6ef4f1d084164399812f90de840f9e0d
2dd2ff45ac40396fa3a82f935fb72593,Sing My Crush,10.0,10.0,10.0,10.0,10.0,3,2dd2ff45ac40396fa3a82f935fb72593_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
4957f97b45bd3329a2e8428a3a2d31e7,Sing My Crush,10.0,10.0,10.0,10.0,10.0,2,4957f97b45bd3329a2e8428a3a2d31e7_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
ef2ab82895583156914ff3980525a01c,Sing My Crush,8.5,9.5,10.0,7.5,9.0,1,ef2ab82895583156914ff3980525a01c_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
ef2ab82895583156914ff3980525a01c,Insider,10.0,10.0,10.0,10.0,10.0,2,ef2ab82895583156914ff3980525a01c_insider,16,2bb05b06a7104be6b37258f2f5efbe79
1f5a2b2c5896306aa6375257b0d0d887,Sing My Crush,9.5,9.5,10.0,9.5,9.5,1,1f5a2b2c5896306aa6375257b0d0d887_sing_my_crush,8,661d4193916c4e71a2c70473ab11e9e8
5b94afef16f53ae1a277a35f148727f7,D.P. Season 2,10.0,10.0,10.0,9.0,10.0,37,5b94afef16f53ae1a277a35f148727f7_dp_season_2,6,5ffcbeaa17114714af1959129984274c
5b94afef16f53ae1a277a35f148727f7,Celebrity,8.5,9.0,9.5,7.5,9.0,58,5b94afef16f53ae1a277a35f148727f7_celebrity,12,04c1fe41948e464fb440001831d74d41
5b94afef16f53ae1a277a35f148727f7,Numbers,8.0,9.0,8.0,8.0,8.5,4,5b94afef16f53ae1a277a35f148727f7_numbers,12,e632ba76285f438d9448852dd31bcd96
5b94afef16f53ae1a277a35f148727f7,Revenant,9.5,9.5,8.5,8.5,9.5,11,5b94afef16f53ae1a277a35f148727f7_revenant,12,4c99e91ea0d447639659b8c33f92c909
5b94afef16f53ae1a277a35f148727f7,Lies Hidden in My Garden,9.5,10.0,9.0,7.5,9.5,16,5b94afef16f53ae1a277a35f148727f7_lies_hidden_in_my_garden,8,565dbf05b124487fa6abf463ae6eeece
5b94afef16f53ae1a277a35f148727f7,See You in My 19th Life,10.0,10.0,9.5,9.5,10.0,60,5b94afef16f53ae1a277a35f148727f7_see_you_in_my_19th_life,12,46b4058342e44e53aa218ac1dd40c77c
5b94afef16f53ae1a277a35f148727f7,Bloodhounds,8.5,9.0,7.0,8.0,9.0,26,5b94afef16f53ae1a277a35f148727f7_bloodhounds,8,6dca9e88afdb445bbe008289540f56f0
5b94afef16f53ae1a277a35f148727f7,Black Knight,8.0,8.5,7.0,7.0,8.5,17,5b94afef16f53ae1a277a35f148727f7_black_knight,6,e27854d516a540a58be30f87b77906f5
5b94afef16f53ae1a277a35f148727f7,Race,9.5,9.0,9.5,9.0,9.5,11,5b94afef16f53ae1a277a35f148727f7_race,12,131df87dd38a4036bed05a8b4f96c891
5b94afef16f53ae1a277a35f148727f7,Tale of the Nine-Tailed 1938,10.0,10.0,8.5,9.5,10.0,29,5b94afef16f53ae1a277a35f148727f7_tale_of_the_ninetailed_1938,12,2ace8af95b164196a3ad74c147c51f65
5b94afef16f53ae1a277a35f148727f7,Dr. Romantic Season 3,9.0,9.5,9.0,8.5,9.5,4,5b94afef16f53ae1a277a35f148727f7_dr_romantic_season_3,16,4231465c4db740d99c3a91377e851167
5b94afef16f53ae1a277a35f148727f7,The Good Bad Mother,10.0,10.0,8.0,8.0,10.0,25,5b94afef16f53ae1a277a35f148727f7_the_good_bad_mother,14,32f5d659283342499ea843a95a82a163
a738d2c7283a38309b4cf97629990296,D.P. Season 2,10.0,10.0,10.0,10.0,10.0,23,a738d2c7283a38309b4cf97629990296_dp_season_2,6,5ffcbeaa17114714af1959129984274c
7a38b70ac6ce3530843cf86fa1520b21,D.P. Season 2,10.0,10.0,10.0,10.0,10.0,14,7a38b70ac6ce3530843cf86fa1520b21_dp_season_2,6,5ffcbeaa17114714af1959129984274c
7a38b70ac6ce3530843cf86fa1520b21,Big Bet Season 2,5.0,8.0,7.0,1.0,6.0,3,7a38b70ac6ce3530843cf86fa1520b21_big_bet_season_2,8,a7edc4aac88b46c28b03f1e1e15ce750
7a38b70ac6ce3530843cf86fa1520b21,Bulgasal: Immortal Souls,6.0,8.0,9.0,4.0,7.0,8,7a38b70ac6ce3530843cf86fa1520b21_bulgasal_immortal_souls,16,fbbb973ea84c45b190a58b3db6d22c1a
201994e537753654818be8c25cee5ad4,D.P. Season 2,10.0,10.0,9.0,9.5,10.0,10,201994e537753654818be8c25cee5ad4_dp_season_2,6,5ffcbeaa17114714af1959129984274c
b2c381f809ee37a4a59888832213bd65,D.P. Season 2,2.0,8.0,6.0,1.0,4.0,11,b2c381f809ee37a4a59888832213bd65_dp_season_2,6,5ffcbeaa17114714af1959129984274c
b2c381f809ee37a4a59888832213bd65,Celebrity,4.5,5.0,6.0,2.5,4.5,15,b2c381f809ee37a4a59888832213bd65_celebrity,12,04c1fe41948e464fb440001831d74d41
b2c381f809ee37a4a59888832213bd65,Bloodhounds,5.5,6.5,5.0,2.0,5.5,24,b2c381f809ee37a4a59888832213bd65_bloodhounds,8,6dca9e88afdb445bbe008289540f56f0
b2c381f809ee37a4a59888832213bd65,Call It Love,6.0,7.0,7.0,4.0,6.0,21,b2c381f809ee37a4a59888832213bd65_call_it_love,16,146e8db529d94c74b0d46d5c61205c87
b2c381f809ee37a4a59888832213bd65,The Interest of Love,5.0,4.0,7.0,1.0,3.0,86,b2c381f809ee37a4a59888832213bd65_the_interest_of_love,16,03a6fb0ecaed4b8cb1ab4e6afe7d371d
b2c381f809ee37a4a59888832213bd65,Trolley,9.0,8.5,6.0,8.0,9.0,1,b2c381f809ee37a4a59888832213bd65_trolley,16,c8fbe1db8fea4a609efc900be0cd0301
b2c381f809ee37a4a59888832213bd65,Somebody,4.0,7.0,7.0,1.5,4.0,36,b2c381f809ee37a4a59888832213bd65_somebody,8,7ac7793b431849d7bbef43d8c08b3181
b2c381f809ee37a4a59888832213bd65,Little Women,7.0,8.0,7.0,7.0,7.0,77,b2c381f809ee37a4a59888832213bd65_little_women,12,adf30bba1f0741f8863d050f5a058cd4
19e190dc616d3696bf19019955a2f272,D.P. Season 2,5.0,9.5,7.0,1.0,5.5,7,19e190dc616d3696bf19019955a2f272_dp_season_2,6,5ffcbeaa17114714af1959129984274c
19e190dc616d3696bf19019955a2f272,All That We Loved,6.5,8.0,7.5,5.0,7.0,4,19e190dc616d3696bf19019955a2f272_all_that_we_loved,8,1470331acb00483eaaa620cbfbc81737
602578cd61653deba845b40799ea7df9,D.P. Season 2,7.0,9.0,8.5,2.0,7.5,12,602578cd61653deba845b40799ea7df9_dp_season_2,6,5ffcbeaa17114714af1959129984274c
602578cd61653deba845b40799ea7df9,King the Land,8.0,8.5,8.5,2.0,7.5,9,602578cd61653deba845b40799ea7df9_king_the_land,16,24ecf5e1ed6b4d60a6e2e179fc845666
602578cd61653deba845b40799ea7df9,See You in My 19th Life,8.0,9.0,9.0,4.0,8.0,7,602578cd61653deba845b40799ea7df9_see_you_in_my_19th_life,12,46b4058342e44e53aa218ac1dd40c77c
602578cd61653deba845b40799ea7df9,Love Tractor,8.0,8.5,8.5,6.0,8.5,5,602578cd61653deba845b40799ea7df9_love_tractor,8,9213b6aa40cc454d8155d68322c73fbd
602578cd61653deba845b40799ea7df9,Black Knight,8.5,8.5,8.5,7.0,8.5,3,602578cd61653deba845b40799ea7df9_black_knight,6,e27854d516a540a58be30f87b77906f5
602578cd61653deba845b40799ea7df9,Love Mate,8.0,8.0,8.0,4.0,8.0,5,602578cd61653deba845b40799ea7df9_love_mate,8,756ab26b55c44e1da0c6ede35d41b712
602578cd61653deba845b40799ea7df9,A Shoulder to Cry On,8.0,7.0,7.5,6.0,8.0,10,602578cd61653deba845b40799ea7df9_a_shoulder_to_cry_on,7,9fac512793284ba0bcbaefbdce239691
602578cd61653deba845b40799ea7df9,Our Dating Sim,8.0,8.5,6.0,8.0,9.0,8,602578cd61653deba845b40799ea7df9_our_dating_sim,8,f9860c4b65b746d7af2b545cd152a4b6
602578cd61653deba845b40799ea7df9,Our Blooming Youth,9.0,9.0,8.0,4.0,9.0,8,602578cd61653deba845b40799ea7df9_our_blooming_youth,20,074a402ced184a2d944b0be2915e9c6b
